COMP ID,S100/8123,S101/8118,S102/8145,S103/8150,S104/8162,S105/8151,S106/8079,S107/8192,S108/8103,S109/8446,S110/8096,S111/8449,S112/8459,S113/8451,S114/8452,S115/8234,S116/8209,S117/8026,S118/8490,S119/8130,S120/8477,S121/8264,S122/8134,S123/8176,S124/8220,S125/8210,S126/8135,S127/8112,S128/8202,S129/8204,S130/8507,S131/8274,S132/8297,S133/8222,S134/8546,S135/8381,S136/8391,S137/8574,S138/8047,S139/8583,S140/8013,S141/8080,S142/8621,S143/8071,S144/8417,S145/8371,S146/8430,S147/8639,S148/8242,S149/8312
,"34,460","95,731","25,919","122,785","49,882","48,700","31,535","144,834",,,"34,560","64,688",,"55,780",,"31,218","202,335","29,883","113,470","46,722","24,982","40,897","25,985","23,500","51,731","92,082","49,643","62,861","69,233","96,183","59,761","69,838","26,453","38,417",,,,"48,672","45,321","51,260","253,569","39,242","38,286","18,554","38,867","64,877","74,542",,,"28,842"
,"323,434","520,250","266,352","855,016","300,914","303,343","304,185","1,260,092","139,055","163,580","238,920","428,633","286,261","334,174","153,448","234,108","829,778","201,445","676,512","352,851","148,312","373,953","184,385","194,442","332,104","547,230","376,099","552,554","549,026","702,399","476,809","382,184","211,880","443,963","216,137","217,705","145,524","282,590","445,601","429,320","997,746","226,860","208,132","147,196","325,407","266,152","592,095","158,811","107,175","190,285"
,"454,193","199,872","192,824","339,579","319,836","114,646","318,172","1,048,748","196,628","645,576","265,422","362,868","577,212","239,860","168,201","219,996","213,952","407,594","268,889","208,607","181,924","102,256","582,593","257,534","579,303","887,857","103,132","509,254","254,150","465,780","366,215","859,071","190,463","507,588","130,054","313,943","345,912","423,975","342,796","284,430","195,670",,"216,898","659,149","79,556","209,886","174,322","63,442","151,216","180,473"
,,,,,"151,729",,,,,,,,,"309,628",,,,,,,"82,385",,,,,,,,"299,035",,,,,,,,,,"87,407",,,,,,,,,,,"192,755"
HMDB10405,"136,172","227,773","203,764","88,079","159,817","295,017","140,878","215,039","225,742","181,472","269,683","178,350","250,731","203,580","423,547","257,500","240,800","195,681","151,108","232,469","253,624","211,338","189,288","141,174","196,576","272,397","168,620","141,361","181,676","206,522","139,175","225,013","386,026","178,332","329,130","190,626","295,094","146,429","530,746","151,456","166,438","255,670","100,301","169,284","199,853","155,611","385,281","207,909","232,573","249,760"
HMDB10388,"1,118,127","2,644,629","1,245,962","1,071,473","1,426,575","1,007,050","1,876,040","2,183,812","1,253,313","1,811,680","1,334,790","2,333,617","1,347,941","1,598,413","788,043","1,147,660","1,398,082","3,354,620","1,241,214","1,259,625","2,185,277","1,286,828","1,187,815","520,961","1,307,472","3,668,148","1,433,833","2,467,984","1,442,911","1,139,621","976,808","1,711,817","1,234,289","2,645,705","1,019,015","1,532,220","1,575,905","1,764,507","1,797,949","1,106,376","1,544,430","1,597,471","1,479,809","884,958","1,348,134","918,359","3,060,922","873,350","1,630,135","1,801,360"
HMDB08147,"17,899,456","18,434,132","11,615,167","7,225,343","15,938,288","18,358,730","16,455,416","25,919,008","25,820,044","14,969,182","16,633,563","14,456,288","20,729,880","10,954,137","14,250,466","14,870,154","16,217,214","14,761,575","12,086,028","18,667,068","23,584,972","14,241,511","12,147,877","16,847,428","12,595,346","24,768,364","14,301,373","19,612,610","12,264,331","25,060,996","14,756,581","18,130,612","13,384,992","22,107,830","17,793,190","20,607,392","23,871,812","23,614,682","20,133,328","11,345,007","19,345,856","25,123,176","12,751,210","19,440,080","28,911,446","14,655,281","20,253,352","15,891,418","20,210,950","26,962,920"
HMDB08141,"1,024,279","1,697,867","2,105,674","530,767","1,067,576","1,162,920","1,074,937","2,236,363","2,681,568","1,681,915","950,980","4,161,865","1,288,293","2,430,106","645,189","491,148","1,901,081","873,926","587,094","834,727","3,798,456","461,682","907,684","1,191,084","969,676","1,536,049","666,654","1,763,593","530,540","906,220","467,235","965,201","512,664","1,027,223","828,834","1,187,781","940,682","1,544,069","1,006,559","564,579","1,932,004","1,651,565","695,381","1,170,652","1,602,075","636,197","1,779,200","802,524","1,632,270","1,874,882"
,"4,850,558","3,694,804","5,333,838","4,389,230","3,665,325","3,461,294","5,915,140","15,414,974","1,394,639","12,615,244","3,822,213","10,958,818","5,814,348","4,213,957","4,794,713","2,432,846","2,159,508","5,188,388","4,647,811","2,783,588","2,735,915","1,296,540","6,176,901","4,275,305","6,713,173","3,466,397","1,489,198","3,880,736","2,113,520","8,224,742","4,102,577","21,032,476","2,938,638","3,317,251","1,239,871","7,471,414","3,974,486","3,244,103","4,371,171","6,154,113","2,933,016","1,512,727","3,407,379","6,113,466","3,074,790","4,192,493","1,255,450","1,862,794","3,134,177","4,072,722"
HMDB07856,"362,406","343,439","268,956","247,006","457,748","539,496","387,947","367,024","329,243","759,585","338,901","276,755","398,428","344,418","271,294","428,380","1,067,131","466,519","429,233","260,314","607,308","182,685","441,022","324,672","256,384","897,477","352,684","337,355","212,550","299,418","318,931","318,342","387,335","321,474","173,293","371,290","330,662","742,870","545,860","328,800","477,371","321,317","488,621","396,420","266,779","390,266","352,821","268,129","335,984","255,553"
HMDB10386,"86,501,432","150,527,744","70,878,088","44,409,564","66,673,892","57,053,244","114,417,944","110,774,032","89,319,736","51,826,600","100,098,848","88,308,384","89,361,424","100,064,744","116,601,312","67,928,072","62,537,580","103,770,848","49,159,480","70,971,320","103,725,760","75,141,888","91,431,120","42,455,484","79,139,088","137,736,944","110,856,336","71,687,264","70,983,832","83,269,400","70,832,392","103,251,688","75,019,672","81,694,808","68,164,648","64,607,400","113,164,536","108,528,608","162,375,680","58,325,924","76,688,864","109,096,536","85,855,992","71,744,840","56,191,440","67,560,168","118,721,328","84,079,712","133,854,968","90,156,920"
HMDB11507,"3,849,447","9,677,006","4,616,452","2,399,190","3,874,539","3,050,546","6,140,205","6,188,562","3,868,293","4,033,730","4,425,920","7,241,307","4,574,258","4,802,387","4,014,686","2,846,497","3,926,234","7,901,122","3,756,769","2,940,267","4,611,070","3,193,239","8,492,631","1,223,941","3,544,939","7,078,979","3,905,103","3,992,289","3,080,909","3,466,246","2,319,161","5,638,447","2,173,245","4,294,775","3,141,811","3,041,138","5,317,407","4,609,936","6,672,787","2,600,278","4,967,177","3,688,104","3,589,564","2,600,389","3,725,674","3,129,832","7,752,444","2,297,412","7,075,173","4,094,403"
,"263,980","256,475","256,883","303,688","268,310","220,931","302,676","365,525","230,606","322,237","276,950","577,039","386,625","233,167","351,687","301,284","388,665","561,346","295,481","315,201","317,175","188,875","331,794","274,512","395,949","511,831","196,930","243,674","262,693","328,969","319,403","500,154","288,115","310,676","268,902","470,094","326,635","278,033","347,489","247,149","445,465","290,699","299,238","298,177","326,286","298,484","400,459","330,291","261,427","396,551"
,"3,280,186","2,815,457","4,051,557","2,252,807","2,570,024","1,343,865","1,796,414","5,626,976","2,290,191","5,407,754","4,929,320","5,611,114","3,866,061","2,171,701","2,314,726","2,916,266","4,626,468","5,131,473","1,760,589","4,007,970","3,276,512","2,810,171","3,712,542","2,802,966","3,923,169","6,236,295","2,202,147","3,620,693","2,035,993","2,534,653","2,909,594","7,717,542","2,551,006","3,605,853","3,893,540","3,037,936","3,455,245","1,677,065","3,352,693","1,678,831","7,399,121","4,145,624","2,678,201","3,090,393","3,547,657","2,432,901","4,607,839","4,505,830","3,302,806","4,071,818"
HMDB02820,"6,704,019","2,943,561","1,990,718","4,083,245","2,789,219","2,666,076","2,405,238","3,829,330","2,050,623","2,102,452","3,331,266","5,472,356","3,334,403","3,093,390","1,644,032","2,312,562","1,953,903","4,292,332","2,780,254","3,051,686","2,473,169","5,707,242","4,373,293","2,160,922","2,780,070","3,971,730","2,253,789","3,080,019","2,438,896","1,194,106","8,031,512","2,492,877","1,900,876","3,518,351","3,184,425","3,421,018","4,811,794","7,050,423","3,488,605","2,150,850","1,969,102","2,954,133","3,576,569","1,944,634","4,071,127","2,467,675","2,129,556","2,054,670","2,867,443","3,451,193"
HMDB04988,"956,545","4,330,040","5,575,992","9,166,402","27,235,982","3,136,599","1,723,592","7,070,735","12,911,231","2,985,443","17,550,896","774,035","7,036,210","9,459,064","11,939,785","1,159,183","4,299,782","9,165,793","952,059","7,472,158","12,158,636","9,136,558","11,473,125","16,596,350","702,487","4,354,776","2,345,070","16,926,966","8,061,593","5,058,299","13,852,319","9,537,833","17,792,856","1,946,694","18,021,094","8,399,826","17,773,376","13,037,533","6,552,362","4,668,936","6,816,011","12,389,465","10,702,383","2,329,183","7,779,123","11,257,828","2,428,801","4,860,457","4,619,277","6,179,897"
HMDB00001,"497,716","547,358","496,366","688,260","763,024","809,240","574,141","588,759","444,581","439,363","497,106","332,806","679,994","570,292","747,335","602,955","909,887","446,685","353,679","500,932","884,773","809,222","413,875","746,992","818,644","561,330","385,806","405,317","560,740","443,116","1,006,477","978,692","759,553","650,060","969,210","514,487","687,641","1,310,277","625,236","424,770","1,239,201","769,565","833,799","570,330","819,953","505,722","619,220","543,802","612,906","857,176"
HMDB00699,"695,953","2,062,415","1,398,430","1,282,244","2,457,496","3,238,049","786,479","5,023,109","4,374,131","6,371,298","781,067","9,717,313","3,569,414","2,137,560","1,329,709","9,131,342","16,715,118","1,738,650","2,062,735","1,319,496","3,010,025","1,036,245","1,344,174","1,152,906","1,763,081","1,728,799","2,209,088","1,236,523","1,311,974","2,125,121","1,599,219","784,842","3,814,059","7,428,798","5,866,858","4,486,852","2,339,860","3,350,949","1,738,323","4,443,499","1,581,374","4,603,266","1,281,350","1,642,129","2,605,871","627,720","2,090,169","1,860,111","2,378,546","2,845,818"
HMDB03099,"1,837,149","5,591,380","2,409,647","2,897,996","3,481,109","5,096,680","720,631","465,217","671,131","826,484","1,318,474","549,954","1,919,365","633,379","244,265","112,851","969,443","89,576","6,346,300","729,243","3,637,895","1,610,795","471,152","240,940","2,166,239","7,344,016","2,038,987","557,658","1,656,513","4,179,910","1,675,863","100,331","130,044","1,272,218","3,354,331","1,935,379","371,522","580,828","1,732,839","1,215,352","796,076","688,984","452,613","101,747","916,792","1,517,580",,"4,414,672","112,912","4,731,540"
HMDB10738,"2,110,794","10,123,858","4,731,157","443,746","3,506,315","6,411,416","2,062,843","500,606","1,568,009","1,085,328","1,381,087","1,084,079","2,327,728","686,833","796,920","353,118","740,978",,"7,041,350","508,809","3,760,126","2,199,064","409,292","70,787","1,794,516","7,157,296","2,957,857","766,507","1,467,420","6,551,859","1,726,907",,"238,017","2,774,591","1,506,905","4,417,749","771,946","577,922","1,998,926","1,927,082","1,288,350","337,949","344,511","86,727","1,526,258","650,539","1,646,821","6,969,987","132,362","7,450,927"
HMDB07883,"4,107,937","1,871,551","1,740,622","1,671,067","3,344,635","3,499,628","2,364,022","6,788,780","2,624,090","4,521,222","2,545,588","5,078,197","3,572,848","1,235,548","748,380","1,648,682","2,478,225","4,291,995","1,737,263","4,115,172","1,975,187","1,823,917","2,266,623","1,689,141","2,941,914","3,893,325","2,339,030","6,540,064","1,811,485","3,639,590","1,580,599","4,315,020","916,214","4,413,138","1,837,142","4,646,035","1,721,830","1,504,520","1,234,640","1,227,972","2,881,041","3,972,482","1,554,147","3,304,115","5,788,813","2,080,762","3,945,925","1,052,438","2,018,615","5,389,013"
HMDB07869,"4,608,160","2,785,860","1,654,348","2,403,777","4,224,951","1,993,011","2,841,335","12,857,539","2,048,982","4,964,194","2,918,540","9,994,382","3,550,485","1,726,905","888,172","2,436,831","8,118,322","5,385,309","1,679,415","4,639,419","1,588,131","1,876,379","3,619,722","783,355","1,856,154","3,861,724","6,174,976","5,248,334","1,701,385","4,997,265","1,673,508","3,003,226","817,836","4,445,353","2,108,046","3,568,629","1,918,351","1,273,696","746,498","1,984,508","4,191,032","2,622,417","1,454,214","1,458,672","3,536,622","2,409,161","11,281,540","994,238","2,486,088","4,759,576"
HMDB09069,"2,592,412","2,370,683","1,980,616","1,893,413","2,479,860","5,251,185","5,537,268","3,208,659","677,839","5,429,143","2,149,975","1,292,939","2,897,655","732,709","903,305","1,121,265","3,335,257","2,293,331","6,522,651","1,645,421","2,439,028","1,988,281","2,366,045","1,158,107","1,130,192","2,488,990","2,276,148","2,306,641","1,300,151","3,485,024","3,177,459","2,641,274","1,349,685","1,307,599","2,868,337","2,114,200","2,752,723","4,650,176","3,759,272","1,512,809","3,082,332","1,203,359","2,163,308","1,060,844","6,035,425","1,656,850","1,736,920","2,123,456","4,164,363","1,424,824"
HMDB08123,"7,476,338","4,871,467","3,632,244","4,984,368","5,411,810","7,270,832","4,499,830","6,369,595","8,243,703","7,205,775","4,357,277","6,659,811","7,363,582","6,544,154","4,200,752","4,029,125","7,471,535","4,640,787","4,337,431","4,957,276","8,744,124","3,422,662","4,680,217","7,559,438","6,247,939","8,072,331","2,458,345","6,938,142","4,767,547","11,389,929","5,291,303","4,531,189","5,281,109","3,532,527","4,167,877","7,483,930","3,664,311","4,798,756","9,377,758","4,790,427","3,951,904","5,901,416","3,714,674","6,286,496","6,936,822","3,945,714","2,249,604","4,940,134","4,041,498","4,975,979"
,"353,552","119,417","71,445","373,554","230,167","507,070","619,079","474,874","109,703","1,117,781","139,190","239,494","520,105","117,067",,,"704,716","232,895","436,660",,"218,985","135,466","229,421","236,046","110,128","279,004",,"210,430",,"714,127","257,535","196,451","95,616","59,709",,"398,017",,"326,730","557,234","571,431","243,515","161,269","111,037","196,947","684,402",,,"97,508","234,115",
HMDB05349,"1,522,548","2,911,918","1,668,110","780,497","1,154,789","1,400,970","2,649,180","2,213,573","903,750","3,228,256","1,494,075","3,613,767","2,243,670","1,213,333","736,581","451,322","5,009,417","942,399","2,073,046","522,219","1,434,276","729,108","3,497,922","659,072","315,493","1,582,846","1,715,147","939,094","470,327","1,736,964","733,986","1,849,453","277,486","648,168","1,420,263","690,201","1,439,810","2,098,834","2,334,104","794,494","2,971,360","762,641","901,701","676,861","1,881,739","738,126","1,854,192","704,988","2,387,858","1,005,124"
HMDB11567,"4,341,061","18,039,076","15,743,737","3,230,526","2,483,351","14,637,887","28,326,988","16,626,241","4,879,647","9,955,189","10,473,044","14,645,068","19,095,892","7,310,161","8,672,768","6,621,580","7,338,975","4,944,465","18,324,552","12,267,562","3,860,479","9,221,758","9,335,617","5,671,693","4,371,259","6,845,490","1,651,687","2,361,731","11,598,518","31,859,920","13,750,216","16,434,864","2,056,592","2,531,119","4,533,420","5,266,297","11,141,866","3,139,694","11,619,719","5,620,916","12,575,547","1,959,353","1,984,702","2,724,958","4,486,782","3,389,158","7,239,974","2,341,181","16,070,347","16,203,764"
HMDB02815,"55,906,456","77,540,296","33,418,392","38,658,368","56,103,780","58,627,920","76,171,760","76,757,896","43,611,560","55,462,128","60,510,164","39,814,680","56,320,600","52,890,624","56,421,116","58,152,872","57,514,092","72,076,296","50,798,488","50,343,624","63,253,248","52,217,260","62,354,592","31,399,392","45,508,512","92,596,264","67,569,760","53,666,360","59,931,916","68,129,224","61,260,860","52,814,696","49,777,176","70,721,496","42,952,920","59,057,180","67,599,840","80,841,320","124,569,208","44,483,188","45,113,104","59,906,888","63,350,196","38,464,532","51,179,392","44,230,856","102,356,560","51,872,816","83,821,680","51,357,132"
HMDB11506,"2,609,723","6,781,786","1,601,735","1,895,761","2,435,965","2,367,387","3,633,098","3,544,025","2,095,277","3,053,030","3,041,001","2,800,326","1,991,395","1,672,027","2,020,845","1,976,620","3,770,865","4,637,839","2,913,301","1,467,478","1,791,544","1,994,985","2,835,216","823,674","1,509,160","5,305,685","2,672,251","1,992,667","2,435,550","2,982,412","1,924,837","3,676,120","1,240,150","1,909,562","2,036,358","1,619,306","4,571,130","4,284,972","6,945,299","1,771,185","2,870,385","1,859,482","2,129,133","1,007,000","2,837,354","1,785,060","6,002,310","1,466,152","2,538,498","1,479,554"
